,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455
290,,28729.5977,12875.4922,8541.77734,6806.39063,7595.57422,50190.9297,190798.494,81725.7129,13513.3262,10756.5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,,33422.8945,16565.4883,9821.40625,8611.80078,8892.94141,16447.4082,138625.689,234552.012,47263.8184,11874.291,10701.0938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,,34431.7422,18839.8438,12915.7969,10826.375,11722.8867,14838.2285,46029.0469,264775.664,198743.459,22184.2363,11383.0566,13078.8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,,40251.207,18861.8828,15374.1797,14033.543,14128.6875,16762.8164,22486.8223,121791.334,353942.594,116826.328,15272.4434,12481.2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,,43018.3438,20171.8828,16866.2695,15429.7266,16209.5664,17873.127,20706.7754,35837.457,245962.617,347977.412,71863.0137,12801.0449,13747.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,,47161.7773,25434.8438,16055.7188,16723.3281,17149.0508,19145.2852,21776.6875,25059.748,73528.1484,394085.305,273585.506,35220.1699,12810.6406,16324.5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,,50562.6055,26635.082,19517.3789,16485.9375,18588.4492,19733.3418,22711.498,24457.6855,28978.5762,171667.324,437485.852,165196.201,19139.502,13737.168,19727.7061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,,54496.625,26849.2656,19439.6641,17892.3672,18483.7734,20842.3926,23333.9668,25802.4473,26163.498,40535.0273,311348.076,390967.479,80373.1992,13488.8164,15081.0391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,,57848.8594,27964.1211,20552.125,17918.2578,17670.1133,20398.541,23414.6387,25976.7305,26706.0781,24945.918,108168.797,430852.236,283782.508,23756.335,13255.7266,15422.1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,,60145.4492,32068.9453,20553.8398,17419.9766,17499.6914,19757.6914,23339.0625,26384.707,26213.7988,23008.5176,31342.2891,222748.455,483721.479,153575.617,16076.7139,13424.3125,16702.4395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,,65917.9336,32684.4805,20332.4648,18158.2813,17414.3711,19236.3477,23497.8789,26520.5684,26310.9043,23449.3262,20336.9277,57784.0977,363308.057,462296.445,82698.3164,13179.8838,13900.7041,17758.6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,,69535.3828,29561.3359,21782.4922,18061.1563,17501.7266,18448.002,22835.6445,25756.5547,27745.8359,23714.4844,19928.2188,20311.3906,115741.486,510930.2,319543.284,39388.3438,12613.0811,14746.333,18846.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,,71977.3438,31248.5898,20349.4922,16218.7266,17435.1367,18925.5586,21385.127,23985.8125,27256.252,23256.6133,19303.3223,16571.8828,24967.8379,232310.633,515310.917,181876.594,17799.4043,13378.1084,15376.6572,19708.8921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,,66628.2656,31566.2891,20204.7656,16824.0508,16744.4023,17746.4004,20631.3457,23268.3418,24906.1445,22984.0547,18680.1543,15335.4707,13428.2715,45920.0811,395109.421,427335.661,76514.4873,11241.3779,13588.6943,16012.6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,,66044.6563,33793.7617,18851.25,17657.2461,16000.0625,17629.0352,19539.2188,21798.1641,22758.7207,22171.9102,18719.7324,14379.7891,11160.5352,13490.0664,151883.542,504612.466,272612.363,19869.71,11624.4478,13624.5586,17492.4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,,62651.2305,32950.082,20158.0937,16344.3477,16343.0078,16294.8906,18616.1113,20379.3184,21833.4746,21370.3965,18618.4883,13596.1836,10125.332,9174.77832,34864.5439,304489.012,506307.215,121671.026,11909.6968,11955.9097,13555.8628,19471.9216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,,71805.7539,31344.0312,20048.0781,16663.7383,15597.875,16116.3887,17480.8301,19360.1836,19958.7227,19409.0605,17472.8848,13191.7988,9463.87305,7670.58984,10239.0811,91694.5127,468219.776,397131.41,52112.9824,10310.356,12555.8765,14079.4409,21724.8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,,73148.3867,31431.7422,19158.125,16363.3359,14815.2344,14916.1719,16441.0937,17945.1211,18563.0547,17647.7656,15470.8496,12901.4531,8730.44141,6639.33594,6320.26172,18062.3926,204199.426,568863.842,236711.96,23117.4268,10398.9224,12751.5276,15201.7717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,,74537.7461,29972.5313,19242.0977,15707.6602,14110.582,14104.0723,15556.9648,16080.6602,17178.1992,16332.2695,13790.7129,12304.8223,8692.55469,5679.52246,5081.83105,6983.91797,39981.1074,344512.334,480836.993,119861.649,11671.6885,11052.8855,12934.0796,17332.2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,,73857.375,30477.75,18780.4023,15251.3359,13628.6602,13075.5273,13850.2246,15663.3496,16022.6523,14850.8164,12481.5,11034.6855,8505.94727,5316.47461,4421.50098,4683.93848,9541.62207,90111.5889,461779.686,338702.106,44475.2988,8836.18457,11364.2175,13129.3865,19143.5032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,,71173.4453,32065.4102,17303.9414,13652.7773,12826.5703,12806.4102,12896.9883,14021.666,14514.2051,14018.8379,11768.9238,9863.24219,8038.39844,5553.84375,3922.64258,3901.02637,5136.16895,15394.9971,223445.627,482737.596,184332.942,11245.0906,9221.51245,11750.6392,13077.7712,20956.7815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,,70515.7578,27229.1328,16551.5664,13582.2148,11635.0117,11601.0117,12005.4219,12802.1055,13704.5449,12795.9922,10727.1406,8810.0918,6909.7168,5539.10156,3893.81934,3426.95117,3775.56934,6149.36035,57806.8418,354253.254,406828.289,65860.1987,8536.67505,9719.03735,11729.8918,13130.0906,23215.3503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,,63830.0625,28275.3516,16617.9219,12973.9492,11065.6602,10564.1035,10756.6777,11960.4707,12376.2871,11297.0859,9918.69141,7852.54883,6074.57031,5258.53711,4091.31055,3024.51074,3136.88086,3769.47363,12183.8848,130143.685,446119.813,269599.056,29150.6602,7936.80786,10325.2263,11598.5562,14817.3477,23660.7932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,,64429.7734,26205.5547,16256.2891,11885.1875,10278.8086,9132.58398,9892.39258,10453.2305,11575.3457,10689.2559,9129.34766,7323.36523,5451.375,4728.85352,4154.94043,2928.08398,2723.8584,3091.52734,4755.49463,26236.9751,234029.501,466668.677,148925.93,13409.4912,8096.37964,10657.4592,11369.854,15913.5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,,56486.0664,26740.375,15514.2344,12054.8555,9594.16016,8929.37891,9154.65625,10593.3574,10275.6172,9917.96094,8583.26953,6952.04883,5173.22852,4008.25684,4040.54492,3230.98145,2501.10547,2638.0332,3087.39502,6923.52832,55878.7241,349026.293,354108.238,68110.3672,7866.70923,8473.57568,10542.47,11193.3481,15937.8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,,60571.8906,24901.9727,14912.4961,10356.7734,8851.64844,8586.84766,8355.96094,9627.59375,9982.29297,9673.01758,8021.24023,6606.13672,4776.56641,3858.25781,3637.91992,3465.78613,2548.35449,2386.31738,2539.98291,3719.16504,10946.2544,115385.146,395144.051,219550.945,23025.4343,6855.93286,8678.14648,10137.7017,10534.8063,16415.7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,,58464.9648,27125.3594,14109.9844,10147.0547,8271.1875,7187.72461,7963.92773,8581.30273,9581.1875,8955.60742,7766.90039,6049.1875,4579.91406,3601.39746,3298.63281,3343.35156,2827.16016,2309.82129,2257.36914,2668.35303,4942.81885,21322.092,228717.599,362444.72,99247.353,7232.5188,7013.44775,8896.3158,9093.24219,10320.2104,16861.3815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,,52122.8945,25002.8867,13527.2891,8934.96484,7381.99609,7042.63477,7277.96875,7947.83984,8956.08398,8235.125,7015.09766,5597.21484,4330.64453,3439.03516,2935.7334,2960.66406,2946.40625,2164.68555,1942.61475,2228.78027,2840.1582,6925.94482,72258.3083,326097.342,253131.815,29181.3926,5995.18408,7032.07739,8513.24023,7885.09033,10865.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,,52578.4414,22630.8906,11610.0117,9171.42969,7230.26563,6429.2168,6482.54688,7455.61328,8145.37305,7516.78906,6363.53516,5400.85547,4056.71289,3340.83203,2751.31836,2552.18945,2865.35059,2335.5791,1883.92334,1938.8584,2254.49512,3362.12695,16432.4426,160999.948,351354.161,134160.996,11430.4321,5694.86316,6847.09375,7899.01453,7726.99524,11200.7234,0,0,0,0,0,0,0,0,0,0,0,0,0
406,,51295.4688,21606.7148,11713.5273,9216.18359,6642.89453,5708.90039,6244.53711,6984.77539,7509.17969,7550.15625,6103.45508,5143.82617,3885.79492,3111.85059,2618.62305,2374.75879,2586.46973,2549.91992,1871.90479,1745.89453,1933.90137,2211.0293,5568.41357,43374.5427,262660.538,297790.315,57187.1401,6155.36829,5473.6228,6747.45837,7029.23694,7497.04565,11470.9163,0,0,0,0,0,0,0,0,0,0,0,0
410,,46388.5078,20695.2187,11274.3633,7834.66797,6160.96484,5661.34375,5686.39258,6426.37109,7063.2207,6726.23828,5938.75586,4806.39063,3776.46094,3071.41406,2583.14844,2301.08984,2181.93555,2539.45801,2013.16895,1700.02002,1637.37158,1894.39355,2948.36865,9993.00391,102786.316,328128.883,177118.799,21227.0952,4741.58813,5066.97937,6401.86633,6314.19177,7362.77197,11711.0289,0,0,0,0,0,0,0,0,0,0,0
414,,45571.8047,18975.332,10792.3398,7609.67969,6152.08984,5274.85938,5220.17383,5937.25195,6776.57227,6646.82227,5527.42969,4521.73828,3707.13672,3026.98535,2492.55859,2239.14941,2008.04883,2237.8291,2167.29297,1717.14453,1580.91748,1626.51318,2021.67236,4204.96289,22168.0676,181504.725,287279.177,85852.0992,8034.3147,4408.42273,5198.7998,5959.02893,5559.56677,7247.80493,11705.5429,0,0,0,0,0,0,0,0,0,0
418,,42727.1992,19100.4219,10217.7187,7090.67969,5556.1875,5218.76563,5128.20508,5684.4375,6110.88086,6086.8457,5204.8457,4338.78711,3594.08203,2967.05664,2426.44043,2145.37793,1917.13574,1948.56836,2073.88135,1795.02734,1481.65674,1510.28711,1713.34521,2388.41479,6515.47876,47710.0544,249006.131,198706.344,34354.1882,3637.0575,4227.67639,5063.18774,5407.11121,5086.03955,7768.99805,12096.9923,0,0,0,0,0,0,0,0,0
422,,40893.3594,17206.9688,10110.375,7275.47266,5452.47266,4859.0918,4439.67383,5360.2207,5861.51563,5669.13477,4877.60938,4011.60742,3482.91016,2836.31055,2399.33984,2063.11035,1863.66406,1692.99316,1893.1958,1913.2334,1477.77441,1331.6106,1541.11792,1784.15186,3252.46021,10464.3557,120270.663,257496.582,112179.009,8391.57312,3386.86475,3979.47815,4932.01672,4850.28833,5248.7962,8229.38965,0,0,0,0,0,0,0,0,0
426,,39053.7969,18530.3867,10640.9453,6153.57422,4786.67578,4619.17383,4357.50977,5047.49609,5761.55664,4833.14844,4604.50195,3784.62891,3148.43945,2670.34766,2356.32422,2000.86328,1851.44043,1656.65918,1650.38477,1888.57178,1575.4292,1354.91772,1327.83008,1552.67334,1918.65674,4749.26465,34239.9895,189080.111,210040.988,45251.1993,4145.14233,3331.89319,3858.78333,4832.52698,4352.01331,5344.17737,8589.93719,0,0,0,0,0,0,0,0
430,,38836.4766,16548.8398,8952.38672,6271.36328,4872.64063,4315.55469,4228.83398,4799.01758,5418.66016,5016.29492,4312.81445,3646.49805,3183.84961,2529.47949,2335.52148,1927.46289,1803.06445,1661.11523,1509.04736,1702.84277,1722.07959,1362.60205,1245.02002,1394.6687,1628.63647,2480.2356,8880.54175,77329.8492,223138.272,137497.215,18373.7535,3032.01379,3233.55481,3879.54626,4381.41016,4168.04047,5454.08746,8647.88727,0,0,0,0,0,0,0
434,,38911.0156,17474.9883,9181.79688,6207.03516,4919.96875,4274.01953,3588.39258,4430.26953,4620.27148,4843.87109,4024.16211,3455.61914,3054.94727,2518.0293,2202.67285,1891.9541,1796.66113,1574.68262,1430.24561,1504.38477,1684.75684,1461.7666,1197.23438,1261.09961,1473.89893,1705.97095,3789.09155,19005.8346,127880.965,217872.904,72596.1907,7366.53931,2728.65515,3160.18188,3818.61945,3975.20715,3939.68427,5465.28894,9052.0191,0,0,0,0,0,0
